country,id,series,shot,year,month,day,time,site,lat,lon,height,groundheight,type,purpose,yieldmin,yieldmax,yieldest,yield,seismic,crater
ussr,752,1981,585                 SS,1981,11,29,3:35:11,STS-B,49.90194,78.84889,,,UG-S,WR,0.001,20,,,,
ussr,753,1981,586                 S,1981,12,22,4:31:05,STS-D,49.83417,78.08028,,638,UG-T,WR,0.001,20,6.6,7,4.96,
ussr,754,1981,586                 SS,1981,12,22,4:31:05,STS-D,49.83417,78.08028,,638,UG-T,WR,0.001,20,,,,
ussr,755,1981,586                 SS,1981,12,22,4:31:05,STS-D,49.83417,78.08028,,638,UG-T,WR,0.001,20,,,,
ussr,756,1981,587,1981,12,27,3:43:17,STS-B,49.93306,78.77833,,,UG-S,WR,20,150,156,150,6.16,C
ussr,757,1982,588                 S,1982,2,19,3:56:13,STS-D,49.82333,78.03333,,623,UG-T,WR,0.001,20,14,24,5.4,C
ussr,758,1982,588                 SS,1982,2,19,3:56:13,STS-D,49.82333,78.03333,,623,UG-T,WR,0.001,20,,,,C
ussr,759,1982,X,1982,4,6,,STS-D,49.834,78.08,,,UG-T,,,,0.001,0,,C
ussr,760,1982,589                 S,1982,4,25,3:23:08,STS-B,49.91694,78.88778,,,UG-S,FS,20,150,145,145,6.03,C
ussr,761,1982,589                 SS,1982,4,25,3:23:08,STS-B,49.91694,78.88778,,,UG-S,FS,20,150,,,,C
ussr,762,1982,589                 SS,1982,4,25,3:23:08,STS-B,49.91694,78.88778,,,UG-S,FS,20,150,,,,C
ussr,763,1982,590                 S,1982,6,25,2:03:07,STS-D,49.77139,78.11083,,590,UG-T,WE,0.001,20,3.6,2.4,4.57,C
ussr,764,1982,590                 SS,1982,6,25,2:03:07,STS-D,49.77139,78.11083,,590,UG-T,WR,0.001,20,,,,C
ussr,765,1982,591                 S,1982,7,4,1:17:17,STS-B,49.95861,78.81167,,,UG-S,WR,0.001,20,136,136,6.08,
ussr,766,1982,591                 SS,1982,7,4,1:17:17,STS-B,49.95861,78.81167,,,UG-S,WR,20,150,,,,
ussr,767,1982,591                 SS,1982,7,4,1:17:17,STS-B,49.95861,78.81167,,,UG-S,WR,0.001,20,,,,
ussr,768,1982,592 Rift-3,1982,7,30,21:00:00,-RU,53.8,104.15,-860,,UG-S,I-SS,8.5,,10,8.5,5,C
ussr,769,1982,593                 S,1982,8,23,2:43:07,STS-D,49.74028,78.03083,,665,UG-T,WR,0.001,20,2.8,1.7,4.44,C
ussr,770,1982,593                 SS,1982,8,23,2:43:07,STS-D,49.74028,78.03083,,665,UG-T,WR,0.001,20,,,,C
ussr,771,1982,594                 S,1982,8,31,1:31:03,STS-B,49.91417,78.76139,,,UG-S,WR,0.001,20,8,8,5.2,C
ussr,772,1982,594                 SS,1982,8,31,1:31:03,STS-B,49.91417,78.76139,,,UG-S,WR,0.001,20,,,,C
ussr,773,1982,595 Rift-1,1982,9,4,18:00:00,-RU-K,69.2,81.65,-960,,UG-S,I-SS,16,,21,16,5.3,C
ussr,774,1982,596                 S,1982,9,21,2:57:03,STS-D,49.77917,78.12472,,587,UG-T,WR,0.001,20,9.2,12,5.15,C
ussr,775,1982,596                 SS,1982,9,21,2:57:03,STS-D,49.77917,78.12472,,587,UG-T,WR,0.001,20,,,,C
ussr,776,1982,597 Rift-4,1982,9,25,18:00:00,-RU-K,64.35,91.8,-550,,UG-S,I-SS,8.5,,17,8.5,5.2,C
ussr,777,1982,598 Neva-1,1982,10,10,5:00:00,-RU-YK,61.55,112.85,-1500,,UG-S,I-OS,15,,21,15,5.3,C
ussr,778,1982,599                 S,1982,10,11,7:14:59,NZ-NS,73.339,54.608,,250,UG-T,WR,0.001,20,80,80,5.58,
ussr,779,1982,599                 SS,1982,10,11,7:14:59,NZ-NS,73.339,54.608,-500,350,UG-T,WR,20,150,,,,
ussr,780,1982,599                 SS,1982,10,11,7:14:59,NZ-NS,73.339,54.608,,450,UG-T,WR,0.001,20,,,,
ussr,781,1982,599                 SS,1982,10,11,7:14:59,NZ-NS,73.339,54.608,,520,UG-T,WR,0.001,20,,,,
ussr,782,1982,600 Vega,1982,10,16,6:00:00,-RU-AS,46.759,48.247,-975,,UG-S,I-CV,13.5,,80,13.5,5.2,C
ussr,783,1982,601 Vega,1982,10,16,6:05:00,-RU-AS,46.752,48.258,-990,,UG-S,I-CV,8.5,,8.6,8.5,5.2,C
ussr,784,1982,602 Vega,1982,10,16,6:10:00,-RU-AS,46.766,48.288,-1100,,UG-S,I-CV,8.5,,8.6,8.5,5.2,C
ussr,785,1982,603 Vega,1982,10,16,6:15:00,-RU-AS,46.76,48.3,-1060,,UG-S,I-CV,8.5,,8.6,8.5,5.4,C
ussr,786,1982,604                 S,1982,12,5,3:37:15,STS-B,49.93083,78.80972,,,UG-S,WR,20,150,119,119,6.08,C
ussr,787,1982,604                 SS,1982,12,5,3:37:15,STS-B,49.93083,78.80972,,,UG-S,WR,0.001,20,,,,C
ussr,788,1982,605                 S,1982,12,25,4:23:08,STS-D,49.78111,78.035,-112,706,UG-T,WR,0.001,20,1.7,1.7,4.47,
ussr,789,1982,605                 SS,1982,12,25,4:23:08,STS-D,49.78111,78.035,,706,UG-T,WR,0.001,20,,,,
ussr,790,1982,606                 S,1982,12,26,3:35:17,STS-B,50.06306,78.99389,,,UG-S,FS,20,150,42,21,5.58,C
ussr,791,1982,606                 SS,1982,12,26,3:35:17,STS-B,50.06306,78.99389,,,UG-S,WR,20,150,,21,,C
ussr,792,1983,607,1983,3,11,,STS-D,49.82333,78.03333,,623,UG-T,SE,0,0.001,,0.001,,C
ussr,793,1983,608,1983,3,30,4:17:10,STS-D,49.785,78.04056,,670,UG-T,WR,0.001,20,0.49,2.7,4.61,C
ussr,794,1983,X,1983,4,11,,STS-D,49.823,78.033,,,UG-T,,,,0.001,0,,C
ussr,795,1983,609,1983,4,12,3:41:08,STS-D,49.78556,78.08472,,672,UG-T,WE,0.001,20,0.39,3,4.65,
ussr,796,1983,610                 S,1983,5,30,3:33:47,STS-D,49.74111,78.12028,-245,533,UG-T,FS,0.001,20,20,20,5.43,C
ussr,797,1983,610                 SS,1983,5,30,3:33:47,STS-D,49.74111,78.12028,-180,533,UG-T,WR,0.001,20,,,,C
ussr,798,1983,X,1983,6,9,,STS-D,49.823,78.033,,,UG-T,,,,0.001,0,,
ussr,799,1983,611                 S,1983,6,12,2:36:46,STS-B,49.925,78.89806,,,UG-S,WR,20,150,138,138,6.02,C
ussr,800,1983,611                 SS,1983,6,12,2:36:46,STS-B,49.925,78.89806,,,UG-S,WR,0.001,20,,,,C
ussr,801,1983,612,1983,6,24,2:56:14,STS-D,49.73972,78.03583,,652,UG-T,WR,0.001,20,2.8,1.8,4.46,
ussr,802,1983,613 Lira,1983,7,10,4:00:00,-KZ-KA,51.363,53.306,-910,,UG-S,I-CV,15,,21,15,5.3,C
ussr,803,1983,614 Lira,1983,7,10,4:05:00,-KZ-KA,51.367,53.327,-920,,UG-S,I-CV,15,,21,15,5.3,C
ussr,804,1983,615 Lira,1983,7,10,4:10:00,-KZ-KA,51.38,53.34,-840,,UG-S,I-CV,15,,21,15,5.3,C
ussr,805,1983,616                 S,1983,8,18,16:09:59,NZ-NS,73.354,54.974,,,UG-T,WR,20,150,250,150,5.91,
ussr,806,1983,616                 SS,1983,8,18,16:09:59,NZ-NS,73.354,54.974,,,UG-T,WR,0.001,20,,,,
ussr,807,1983,616                 SS,1983,8,18,16:09:59,NZ-NS,73.354,54.974,,,UG-T,WR,0.001,20,,,,
ussr,808,1983,616                 SS,1983,8,18,16:09:59,NZ-NS,73.354,54.974,,,UG-T,PR,0.001,20,,,,
ussr,809,1983,616                 SS,1983,8,18,16:09:59,NZ-NS,73.354,54.974,,,UG-T,SE,0.001,20,,,,
ussr,810,1983,617 Dynamika,1983,9,11,6:33:13,STS-D,49.78472,78.08417,,665,UG-T,WE,0.001,20,4.5,1.9,4.48,
ussr,811,1983,618 Vega,1983,9,24,5:00:00,-RU-AS,46.783,48.315,-1050,,UG-S,I-CV,8.5,,6.8,8.5,5.2,C
ussr,812,1983,619 Vega,1983,9,24,5:05:00,-RU-AS,46.788,48.297,-1050,,UG-S,I-CV,8.5,,5.4,8.5,5.1,C
ussr,813,1983,620 Vega,1983,9,24,5:10:00,-RU-AS,46.767,48.31,-920,,UG-S,I-CV,8.5,,4.2,8.5,5,C
ussr,814,1983,621 Vega,1983,9,24,5:15:00,-RU-AS,46.749,48.303,-1100,,UG-S,I-CV,8.5,,8.6,8.5,5.2,C
ussr,815,1983,622 Vega,1983,9,24,5:20:00,-RU-AS,46.754,48.289,-950,,UG-S,I-CV,8.5,,8.6,8.5,5.4,C
ussr,816,1983,623 Vega,1983,9,24,5:25:00,-RU-AS,46.766,48.274,-1070,,UG-S,I-CV,8.5,,8.6,8.5,5.3,C
ussr,817,1983,624                 S,1983,9,25,13:09:58,NZ-NS,73.328,54.541,-500,,UG-T,WR,20,150,70,100,5.77,
ussr,818,1983,624                 SS,1983,9,25,13:09:58,NZ-NS,73.328,54.541,,,UG-T,WR,0.001,20,,,,
ussr,819,1983,624                 SS,1983,9,25,13:09:58,NZ-NS,73.328,54.541,,,UG-T,WR,0.001,20,,,,
ussr,820,1983,624                 SS,1983,9,25,13:09:58,NZ-NS,73.328,54.541,,,UG-T,WE,0.001,20,,,,
ussr,821,1983,625                 S,1983,10,6,1:47:09,STS-B,49.92458,78.75069,,,UG-S,WR,20,150,82,82,5.95,
ussr,822,1983,625                 SS,1983,10,6,1:47:09,STS-B,49.92458,78.75069,,,UG-S,WR,0.001,20,,,,
ussr,823,1983,626,1983,10,26,1:55:07,STS-B,49.9125,78.82167,,,UG-S,WR,20,150,114,114,6.04,
ussr,824,1983,627,1983,11,2,4:18:54,STS-D,49.77917,78.12472,,587,UG-T,WR,0.001,20,,,,
ussr,825,1983,628                 S,1983,11,20,3:27:07,STS-B,50.05083,78.99917,,,UG-S,WR,0.001,20,20,20,5.33,C
ussr,826,1983,628                 SS,1983,11,20,3:27:07,STS-B,50.05083,78.99917,,,UG-S,WR,0.001,20,,,,C
ussr,827,1983,629,1983,11,29,2:19,STS-D,49.73028,78.09583,,681,UG-T,WR,0.001,20,,,,
ussr,828,1983,630                 S,1983,11,29,2:19:09,STS-D,49.75861,78.04861,,823,UG-T,WR,0.001,20,14,19,5.31,
ussr,829,1983,630                 SS,1983,11,29,2:19:09,STS-D,49.75861,78.04861,,823,UG-T,WR,0.001,20,,,,
ussr,830,1983,631,1983,12,26,4:29:09,STS-D,49.79,78.10917,,611,UG-T,FS,0.001,20,18,30,5.48,C
ussr,831,1984,632,1984,2,19,3:57:06,STS-B,49.89611,78.74306,,,UG-S,WR,20,150,49,49,5.77,
ussr,832,1984,633,1984,3,7,2:39:09,STS-B,50.05,78.95611,,,UG-S,WR,20,150,42,42,5.56,C
ussr,833,1984,634,1984,3,29,5:19:11,STS-B,49.91111,78.92694,,,UG-S,WR,20,150,83,83,5.86,C
ussr,834,1984,635                 S,1984,4,15,3:17:11,STS-D,49.76056,78.08917,,650,UG-T,WR,20,150,30,60,5.72,C
ussr,835,1984,635                 SS,1984,4,15,3:17:12,STS-D,49.76056,78.08917,,650,UG-T,WR,0.001,20,,,,C
ussr,836,1984,636                 S,1984,4,25,1:09:06,STS-B,49.93583,78.85056,,,UG-S,WR,20,150,76,76,5.9,C
ussr,837,1984,636                 SS,1984,4,25,1:09:06,STS-B,49.93583,78.85056,,,UG-S,WR,0.001,20,,,,C
ussr,838,1984,637                 S,1984,5,26,3:13:15,STS-B,49.97889,79.00556,,,UG-S,WR,20,150,157,130,6.01,
ussr,839,1984,637                 SS,1984,5,26,3:13:15,STS-B,49.97889,79.00556,,,UG-S,WR,0.001,20,,,,
ussr,840,1984,X,1984,6,7,,STS-D,49.79,78.109,,,UG-T,,,,0.001,0,,
ussr,841,1984,638                 S,1984,7,14,1:09:13,STS-B,49.90944,78.87722,,,UG-S,WR,20,150,135,135,6.1,
ussr,842,1984,638                 SS,1984,7,14,1:09:13,STS-B,49.90944,78.87722,,,UG-S,WR,0.001,20,,,,
ussr,843,1984,639 Lira,1984,7,21,3:00:00,-KZ-KA,51.358,53.319,-850,,UG-S,I-CV,15,,27,15,5.4,C
ussr,844,1984,640 Lira,1984,7,21,3:05:00,-KZ-KA,51.371,53.337,-960,,UG-S,I-CV,15,,5.5,15,5.3,C
ussr,845,1984,641 Lira,1984,7,21,3:10:00,-KZ-KA,51.391,53.351,-840,,UG-S,I-CV,15,,21,15,5.4,C
ussr,846,1984,642 Kvarts-2,1984,8,11,19:00:00,-RU,65.05,55.1,-760,,UG-S,I-SS,8.5,,3.4,*    85,5.3,C
ussr,847,1984,643 Kvarts-3,1984,8,25,19:00:00,-RU-T,61.9,72.1,-725,,UG-S,I-SS,8.5,,27,8.5,5.3,C
ussr,848,1984,644 Dynamika,1984,8,26,3:30,NZ-NS,73.4,54.8,,,UG-T,WE,0.001,20,,0.6,3.8,C
ussr,849,1984,645 Dnepr-2         S,1984,8,27,6:00:00,-RU-M,67.75,33,-180,,UG-T,I,1.7,,3.2,1.7,4.7,C
ussr,850,1984,645 Dnepr-2         SS,1984,8,27,6:00:00,-RU-M,67.75,33,-160,,UG-T,I,1.7,,,1.7,,C
ussr,851,1984,646 Geliy,1984,8,28,3:00:00,-RU-P,60.3,57.1,-2065,,UG-S,I-OS,3.2,,2.6,3.2,4.4,C
ussr,852,1984,647 Geliy,1984,8,28,3:05:00,-RU-P,60.7,57.5,-2075,,UG-S,I-OS,3.2,,3.3,3.2,4.4,C
ussr,853,1984,648                 S,1984,9,9,2:59:09,STS-D,49.80444,78.0875,,719,UG-T,WE,0.001,20,5.7,6,4.89,C
ussr,854,1984,648                 SS,1984,9,9,2:59:09,STS-D,49.80444,78.0875,,719,UG-T,WE,0.001,20,,,,C
ussr,855,1984,648                 SS,1984,9,9,2:59:09,STS-D,49.80444,78.0875,,719,UG-T,WE,0.001,20,,,,C
ussr,856,1984,648                 SS,1984,9,9,2:59:09,STS-D,49.80444,78.0875,,719,UG-T,WE,0.001,20,,,,C
ussr,857,1984,649 Kvarts-4,1984,9,17,21:00:00,-RU,55.834,87.526,-560,,UG-S,I-SS,10,,8.4,10,5,C
ussr,858,1984,650,1984,10,18,4:57:08,STS-D,49.72944,78.08639,-106,630,UG-T,WE,0.001,20,1.4,1.4,4.25,
ussr,859,1984,651                 S,1984,10,25,6:29:58,NZ-NS,73.355,54.99,-500,,UG-T,WR,0.001,20,89,110,5.82,
ussr,860,1984,651                 SS,1984,10,25,6:29:58,NZ-NS,73.355,54.99,,,UG-T,WR,0.001,20,,,,
ussr,861,1984,651                 SS,1984,10,25,6:29:58,NZ-NS,73.355,54.99,,,UG-T,WR,0.001,20,,,,
ussr,862,1984,651                 SS,1984,10,25,6:29:58,NZ-NS,73.355,54.99,,,UG-T,WR,20,150,,,,
ussr,863,1984,X,1984,10,25,,STS-D,49.79,78.109,,,UG-T,,,,0.001,0,,
ussr,864,1984,654,1984,10,27,1:50:13,STS-B,49.93472,78.92806,,,UG-S,WR,20,150,150,150,6.19,
ussr,865,1984,652 Vega,1984,10,27,6:00:00,-RU-AS,46.9,48.15,-850,,UG-S,I-CV,3.2,,5.4,3.2,5,C
ussr,866,1984,653 Vega,1984,10,27,6:05:00,-RU-AS,46.95,48.1,-950,,UG-S,I-CV,3.2,,5.4,3.2,5,C
ussr,867,1984,655                 S,1984,11,23,3:55:07,STS-D,49.8125,78.05944,,732,UG-T,WR,0.001,20,2.8,1.4,4.38,
ussr,868,1984,655                 SS,1984,11,23,3:55:08,STS-D,49.8125,78.05944,,732,UG-T,WR,0.001,20,,,,
ussr,869,1984,655                 SS,1984,11,23,3:55:08,STS-D,49.8125,78.05944,,732,UG-T,WR,0.001,20,,,,
ussr,870,1984,656                 S,1984,12,2,3:19:09,STS-B,50.00611,79.00889,,,UG-S,WR,20,150,79,79,5.77,
ussr,871,1984,656                 SS,1984,12,2,3:19:09,STS-B,50.00611,79.00889,,,UG-S,FS,0.001,20,,,,
ussr,872,1984,657                 S,1984,12,16,3:55:05,STS-B,49.94583,78.80861,,,UG-S,WR,20,150,137,137,6.12,
ussr,873,1984,657                 SS,1984,12,16,3:55:05,STS-B,49.94583,78.80861,,,UG-S,WR,0.001,20,,,,
ussr,874,1984,658                 S,1984,12,28,3:50:13,STS-B,49.88028,78.70389,,,UG-S,WR,20,150,105,105,6,
ussr,875,1984,658                 SS,1984,12,28,3:50:13,STS-B,49.88028,78.70389,,,UG-S,PR,0.001,20,,,,
ussr,876,1985,659                 S,1985,2,10,3:27:10,STS-B,49.89917,78.78056,,,UG-S,WR,0.001,20,62,62,5.83,
ussr,877,1985,659                 SS,1985,2,10,3:27:10,STS-B,49.89917,78.78056,,,UG-S,WR,0.001,20,,,,
ussr,878,1985,659                 SS,1985,2,10,3:27:10,STS-B,49.89917,78.78056,,,UG-S,WR,20,150,,,,
ussr,879,1985,660                 S,1985,4,25,0:57:09,STS-B,49.92667,78.88083,,,UG-S,WR,20,150,74,74,5.84,C
ussr,880,1985,660                 SS,1985,4,25,0:57:09,STS-B,49.92667,78.88083,,,UG-S,WR,20,150,,,,C
ussr,881,1985,661                 S,1985,6,15,0:57:03,STS-B,49.90861,78.84278,,,UG-S,WR,20,150,114,114,6.05,
ussr,882,1985,661                 SS,1985,6,15,0:57:03,STS-B,49.90861,78.84278,,,UG-S,WR,0.001,20,,,,
ussr,883,1985,661                 SS,1985,6,15,0:57:03,STS-B,49.92028,78.81944,,,UG-S,WR,0.001,20,,,,
ussr,884,1985,662 Benzol,1985,6,18,4:00:00,-RU-T,60.6,72.7,-2860,,UG-S,I-OS,2.5,,,2.5,,C
ussr,885,1985,663                 S,1985,6,30,2:39:05,STS-B,49.86444,78.66861,,,UG-S,WR,0.001,20,86,86,5.92,
ussr,886,1985,663                 SS,1985,6,30,2:39:05,STS-B,49.86444,78.66861,,,UG-S,WR,20,150,,,,
ussr,887,1985,664,1985,7,11,2:57:02,STS-D,49.75056,78.04917,,682,UG-T,WR,0.001,20,0.05,0.5,4,
ussr,888,1985,666 Agat,1985,7,18,21:15:00,-RU,65.994,41.038,-770,,UG-S,I-SS,8.5,,10,8.5,5.1,C
ussr,889,1985,665,1985,7,19,4:00:08,STS-D,49.80111,78.06861,,710,UG-T,WR,0.001,20,,,,C
ussr,890,1985,667,1985,7,20,0:53:17,STS-B,49.94972,78.78389,,,UG-S,WR,20,150,74,74,5.89,
ussr,891,1985,668                 S,1985,7,25,3:11:09,STS-D,49.8186,78.0164,,654,UG-T,WR,0.001,20,1,5,4.82,
ussr,892,1985,668                 SS,1985,7,25,3:11:09,STS-D,49.8186,78.0164,,654,UG-T,WR,0.001,20,,,,
ussr,893,1985,668                 SS,1985,7,25,3:11:09,STS-D,49.8186,78.0164,,654,UG-T,SE,0.001,20,,,,
ussr,894,1985,668                 SS,1985,7,25,3:11:09,STS-D,49.8186,78.0164,,654,UG-T,SE,0.001,20,,,,
ussr,895,1987,669,1987,2,26,4:58:24,STS-D,49.83417,78.08111,,635,UG-T,FS,0.001,20,14,24,5.4,
ussr,896,1987,670                 S,1987,3,12,1:57:20,STS-B,49.93528,78.82889,,,UG-S,WR,0.001,20,11,11,5.31,
ussr,897,1987,670                 SS,1987,3,12,1:57:20,STS-B,49.93528,78.82889,,,UG-S,WR,0.001,20,,,,
ussr,898,1987,671,1987,4,3,1:17:10,STS-B,49.91806,78.78028,,,UG-S,WR,20,150,140,140,6.12,
ussr,899,1987,672                 S,1987,4,3,1:17:12,STS-D,49.75389,78.11444,,597,UG-T,WR,0.001,20,,1,,C
ussr,900,1987,672                 SS,1987,4,3,1:17:12,STS-D,49.75389,78.11444,,597,UG-T,WR,0.001,20,,,,C
ussr,901,1987,672                 SS,1987,4,3,1:17:12,STS-D,49.75389,78.11444,,597,UG-T,WR,0.001,20,,,,C
ussr,902,1987,673                 S,1987,4,17,1:03:07,STS-B,49.87778,78.66889,,,UG-S,WR,20,150,86,86,5.92,C
ussr,903,1987,673                 SS,1987,4,17,1:03:07,STS-B,49.87778,78.66889,,,UG-S,WR,0.001,20,,,,C
ussr,904,1987,673                 SS,1987,4,17,1:03:07,STS-B,49.87778,78.66889,,,UG-S,WR,0.001,20,,,,C
ussr,905,1987,X,1987,4,17,,STS-D,49.751,78.049,,,UG-T,,,,0.001,0,,C
ussr,906,1987,674 Geliy,1987,4,19,4:00:00,-RU-P,60.6,57.2,-2015,,UG-S,I-OS,3.2,,3.3,3.2,4.5,C
ussr,907,1987,675 Geliy,1987,4,19,4:05:00,-RU-P,60.8,57.5,-2055,,UG-S,I-OS,3.2,,2.6,3.2,4.5,C
ussr,908,1987,676,1987,5,6,4:02:08,STS-D,49.77583,78.01222,,772,UG-T,FS,0.001,20,23,40,5.6,
ussr,909,1987,677,1987,6,6,2:37:09,STS-D,49.83667,78.06167,,604,UG-T,FS,0.001,20,12,24,5.4,C
ussr,910,1987,678                 S,1987,6,20,0:53:07,STS-B,49.93528,78.74417,,,UG-S,WR,20,150,107,107,6.03,
ussr,911,1987,678                 SS,1987,6,20,0:53:07,STS-B,49.93528,78.74417,,,UG-S,WR,0.001,20,,,,
ussr,912,1987,679 Neva 2-1,1987,7,7,0:00:00,-RU-YK,61.5,112.85,-1515,,UG-S,I-OS,15,,13,15,5.1,C
ussr,913,1987,680,1987,7,17,1:17:09,STS-D,49.77583,78.01972,-267,738,UG-T,FS,20,150,78,78,5.8,C
ussr,914,1987,681 Neva 2-2,1987,7,24,2:00:00,-RU-YK,61.45,112.8,-1520,,UG-S,I-OS,15,,13,15,5.1,C
ussr,915,1987,683                 S,1987,8,2,0:58:09,STS-B,49.88056,78.87472,,,UG-S,WR,0.001,20,72,72,5.83,
ussr,916,1987,683                 SS,1987,8,2,0:58:09,STS-B,49.88056,78.87472,,,UG-S,WR,20,150,,,,
ussr,917,1987,683                 SS,1987,8,2,0:58:09,STS-B,49.88056,78.87472,,,UG-S,WR,20,150,,,,
ussr,918,1987,682                 S,1987,8,2,2:00:00,NZ-NS,73.326,54.602,-390,,UG-T,WR,0.001,20,150,150,5.9,
ussr,919,1987,682                 SS,1987,8,2,2:00:00,NZ-NS,73.326,54.602,,,UG-T,WR,0.001,20,,,,
ussr,920,1987,682                 SS,1987,8,2,2:00:00,NZ-NS,73.326,54.602,,,UG-T,WR,20,150,,,,
ussr,921,1987,682                 SS,1987,8,2,2:00:00,NZ-NS,73.326,54.602,,,UG-T,FS,0.001,20,,,,
ussr,922,1987,682                 SS,1987,8,2,2:00:00,NZ-NS,73.326,54.602,,,UG-T,SE,0.001,20,,,,
ussr,923,1987,684 Neva 2-3,1987,8,12,1:30:01,-RU-YK,61.45,112.8,-834,,UG-S,I-OS,3.2,,10,3.2,5,C
ussr,924,1987,685                 S,1987,9,18,2:32:10,STS-D,49.80444,78.0875,,719,UG-T,WE,0.001,20,1.1,1.1,4.3,
ussr,925,1987,685                 SS,1987,9,18,2:32:10,STS-D,49.80444,78.0875,,719,UG-T,SE,0.001,20,,,,
ussr,926,1987,686 Batolit-2,1987,10,3,15:15:00,-KZ,47.6,56.2,-1000,,UG-S,I-SS,8.5,,17,8.5,5.3,C
ussr,927,1987,687,1987,10,16,6:06:07,STS-D,49.72972,78.08667,-82,620,UG-T,WE,0.001,20,1.1,1.1,4.6,
ussr,928,1987,688                 S,1987,11,15,3:31:09,STS-B,49.89861,78.75806,,,UG-S,WR,20,150,103,103,5.98,
ussr,929,1987,688                 SS,1987,11,15,3:31:09,STS-B,49.89861,78.75806,,,UG-S,WR,0.001,20,,,,
ussr,930,1987,689                 S,1987,12,13,3:21:07,STS-B,49.96306,78.79306,,,UG-S,WR,0.001,20,137,137,6.06,
ussr,931,1987,689                 SS,1987,12,13,3:21:07,STS-B,49.96306,78.79306,,,UG-S,WR,20,150,,,,
ussr,932,1987,690,1987,12,20,2:55:09,STS-D,49.77583,78.01222,,772,UG-T,FS,0.001,20,3.6,5,4.8,
ussr,933,1987,691                 S,1987,12,27,3:05:07,STS-B,49.87944,78.725,,,UG-S,WR,20,150,117,117,6,C
ussr,934,1987,691                 SS,1987,12,27,3:05:07,STS-B,49.87944,78.725,,,UG-S,WR,0.001,20,,,,C
ussr,935,1988,692                 S,1988,2,6,4:19:09,STS-D,49.77583,78.01972,,738,UG-T,WR,0.001,20,,5,4.8,C
ussr,936,1988,692                 SS,1988,2,6,4:19:09,STS-D,49.77583,78.01972,,738,UG-T,SE,0,0.001,,0.001,,C
ussr,937,1988,692                 SS,1988,2,6,4:19:09,STS-D,49.77583,78.01972,,738,UG-T,SE,0,0.001,,0.001,,C
ussr,938,1988,693                 S,1988,2,13,3:05:08,STS-B,49.93667,78.86389,,,UG-S,WR,20,150,125,125,5.97,
ussr,939,1988,693                 SS,1988,2,13,3:05:08,STS-B,49.93667,78.86389,,,UG-S,WR,0.001,20,,,,
ussr,940,1988,694,1988,4,3,1:33:08,STS-B,49.90833,78.90833,,,UG-S,WR,20,150,135,135,5.99,
ussr,941,1988,695,1988,4,22,9:30:09,STS-D,49.79028,78.10694,-124,629,UG-T,WE,0.001,20,2.3,2.3,4.9,C
ussr,942,1988,696,1988,5,4,0:57:09,STS-B,49.94944,78.75028,,,UG-S,FS,20,150,132,132,6.09,
ussr,943,1988,697                 S,1988,5,7,22:49:58,NZ-NS,73.314,54.553,-300,,UG-T,WE,20,150,,80,5.58,
ussr,944,1988,697                 SS,1988,5,7,22:49:58,NZ-NS,73.314,54.553,,,UG-T,WE,0.001,20,,,,
ussr,945,1988,697                 SS,1988,5,7,22:49:58,NZ-NS,73.314,54.553,,,UG-T,WE,0.001,20,,,,
ussr,946,1988,698,1988,6,14,2:27:09,STS-B,50.01889,78.96056,,,UG-S,WR,0.001,20,4,4,4.8,
ussr,947,1988,699 Rubin-2,1988,8,22,16:20:00,-RU-A,66.28,78.491,-830,,UG-S,I-SS,15,,,15,5.3,C
ussr,948,1988,700 Rubin-1,1988,9,6,16:20:00,-RU-A,61.361,48.092,-800,,UG-S,I-SS,8.5,,,8.5,4.8,C
ussr,949,1988,701 Shagan,1988,9,14,4:00:00,STS-B,49.87778,78.82306,,,UG-S,JV,20,150,150/11,150,6.03,C
ussr,950,1988,702,1988,10,18,3:40:09,STS-D,49.78,78.01722,,733,UG-T,WE,0.001,20,,6,4.9,C
ussr,951,1988,703,1988,11,12,3:30:06,STS-B,50.04306,78.96889,,,UG-S,WR,0.001,20,15,15,5.24,C
ussr,952,1988,704                 S,1988,11,23,3:57:09,STS-D,49.77944,78.03722,-204,693,UG-T,WR,0.001,20,19,19,5.4,C
ussr,953,1988,704                 SS,1988,11,23,3:57:09,STS-D,49.77944,78.03722,,693,UG-T,FS,0.001,20,,,,C
ussr,954,1988,704                 SS,1988,11,23,3:57:09,STS-D,49.77944,78.03722,,693,UG-T,SE,0,0.001,,0.001,,C
ussr,955,1988,705                 S,1988,12,4,5:19:53,NZ-NS,73.366,55.001,-400,,UG-T,WR,20,150,,140,5.89,C
ussr,956,1988,705                 SS,1988,12,4,5:19:53,NZ-NS,73.366,55.001,,,UG-T,WR,0.001,20,,,,C
ussr,957,1988,705                 SS,1988,12,4,5:19:53,NZ-NS,73.366,55.001,,,UG-T,WR,0.001,20,,,,C
ussr,958,1988,705                 SS,1988,12,4,5:19:53,NZ-NS,73.366,55.001,,,UG-T,WE,0.001,20,,,,C
ussr,959,1988,705                 SS,1988,12,4,5:19:53,NZ-NS,73.366,55.001,,,UG-T,SE,0,0.001,,0.001,,C
ussr,960,1988,706                 S,1988,12,17,4:18:09,STS-B,49.88194,78.92472,,,UG-S,WR,20,150,68,68,5.83,
ussr,961,1988,706                 SS,1988,12,17,4:18:09,STS-B,49.88194,78.92472,,,UG-S,WR,0.001,20,,,,
